diablo royale;667430253858594819;kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A;true;
stage door;667884241913417728;Be Creative...... Beinfluential @ Stage Door School of Dance https://t.co/Nkley1ARfQ;true;
stage door;669864395837743105;we didn't even go to see Hand To God last night but we met Bob Saget at the stage door ??;false;
stage door;670102188736299009;Love how I ended up at the Finding Neverland stage door happy thanksgiving.;false;
stage door;670081436821663744;One last stage door with my girl @oliviaspuhler! @ Finding Neverland Broadway https://t.co/eT5uFubeyD;true;
stage door;668277053519720453;I waited at the stage door for The Color Purple and the only picture I managed to get was James Earl… https://t.co/iOWrglncVZ;true;
stage door;668205858510274560;Be Inspired by your own #influence #beinfluential @ Stage Door School of Dance https://t.co/qkXLBqg5oj;true;
stage door;667447322318643204;Back at my old stage door to celebrate the 90th anniversary of the #Rockettes. Still feel the… https://t.co/hzokOOBdnf;true;
stage door;669342628060753921;I'm at Stage Door Delicatessen in New York, NY https://t.co/maO91hICiS;true;
king david;668197493746900992;@OriginalShyne On a Harley David is King David saying my tehilim, pistol in my waist still wrapped in my tefillin...;false;
sangria;668657497037799425;#selfiebitches #birthdayboy #livelife #elcangri #noperdonamos #facturando #teguillas #sangria @… https://t.co/eaF6tHC1ZI;true;
sangria;670131757379923969;this fireball sangria is crazy half a cup is all you need;false;
sangria;670019607873368064;Using sangria as a mixer for my rum because #Thanksgiving;false;
sangria;668533513956761600;.@continentalglue (@ Sangria Tapas & Wine in Flushing, NY) https://t.co/yIC1NL84h8;true;
sangria;667483789363384320;@bronxevents VIXEN THURSDAYS @lotusflamebx  866 MORRIS PARK AVE Bx $15 HOOKAH LADIES FREE SANGRIA PITCHERS https://t.co/FmctTuvkHc;false;
sangria;668585817514893314;a big glass of sangria after a long day >;false;
sangria;670282160214011906;I'm here for this sangria tonight tho lmao.;false;
sangria;668232330218049536;#woman #sangria #fun #rednails @ ChickenCoop Colombian Restaurant https://t.co/jWTnAwp3xW;true;
sangria;669969985398292480;3 glasses of sangria and a glass of mimosa ??;false;
sangria;668915625373401088;Yes! We are open on a Monday. #happyhour #sangria #frozendrinks #beershots #bushwick #brooklyn… https://t.co/TVQNFsHBWL;true;
p.j. clarke's;669717015767199744;Love this place! (@ P.J. Clarke's in New York, NY) https://t.co/OZNCGYAFfC;true;
p.j. clarke's;668617866552307712;The Cadillac #Burger #bacon #pjclarkes #ny @ P.J. Clarke's https://t.co/B88PwXwhPl;true;
p.j. clarke's;668572160756183041;Yummy oysters pjclarkes   Thanks Chris!! @ P.J. Clarke's New York https://t.co/oVqOSFj2bu;true;
p.j. clarke's;667782981667446790;Burger and fries?  Lunch is happening at pjclarkes #pjclarkes @ P.J. Clarke's https://t.co/3Zi48m8vPB;true;
p.j. clarke's;668506315791032320;Stone IPA #beer #Stone #IPA #sandiego @ P.J. Clarke's https://t.co/RtXQoE9NNy;true;
p.j. clarke's;668505655108440065;P.J. Clarke's #oysters @ P.J. Clarke's https://t.co/HtDonXfEyD;true;
p.j. clarke's;668498779209773060;Burger Day #pjclakes @ P.J. Clarke's https://t.co/i8KnA2JA2B;true;
ginger;667709562066231296;Pear and crystallized ginger scones taste like fall. To hell with pumpkin spice. #goodmorning… https://t.co/LLtS2LI6Rd;true;
ginger;669955889646936064;Thankful for ginger beer;false;
ginger;667752990011473920;Honey Ginger for persistent sore throat (@ Red Apple (FKA DoToLo Ice Cream) in Flushing, NY) https://t.co/ltFY6muuL0;true;
ginger;668952653163053056;I'm at Joe's Ginger ???? in New York, NY https://t.co/R1S0ShQK9E;true;
ginger;669629114115080194;Good. Would probably taste great with sushi! - Drinking a Ginger Gose by @AlmanacBeer at @blindtigernyc  — https://t.co/stE9ZAA5kK;true;
ginger;667713036585693188;Breakfast treat discovery.  Creme fraiche lemon peel ginger and salmon roe. #breakfastofchampions @… https://t.co/6ZwAo06dLF;true;
ginger;669963777757069312;I can't believe I just spilled ginger ale all over half of our thanksgiving dinner??? #typicalmeg #sorrymom #happythanksgiving ?????????????;false;
ginger;668366920094253056;Gotta have that with ginger ale instead! Trust me https://t.co/UQc4xvN8Gc;false;
ginger;668654620391141378;Is she ginger or blonde? Lmk;false;
ginger;667899223262806016;I'm at The Ginger Man in New York, NY https://t.co/K4BIJ3yfEb;true;
maiden lane;668301740312272896;I'm at @MaidenLaneNyc in New York, NY https://t.co/NKER5EU0M3;true;
maiden lane;668302155632271361;Drinking a John Michael Dark Lyric Lagrrr! by @SingleCutBeer at @maidenlanenyc — https://t.co/LDQq8uCLYK;true;
maiden lane;668302140117557248;Drinking a Billy 18 Watt IPA by @SingleCutBeer at @maidenlanenyc — https://t.co/0Yl7lRnPdA #photo;true;
maiden lane;668248270972575748;I'm at @MaidenLaneNyc in New York, NY https://t.co/n6tl57ED5c;true;
my pie;670016036599648256;@Aubry17 @Blakk_Mane finishing my pie as I tweet;false;
my pie;669989615709896704;They'll have to pry my pie from my cold, dead, sticky fingers. https://t.co/c2lG68ob0L;false;
my pie;669331859961192448;In case anyone was worried, my pie was successfully delivered. Thankful for @piesnthighs and a book good! https://t.co/1enOZ7XJI2;false;
my pie;670285869241225216;Casey's #pumkincheesecake #friendsgiving #thanksgiving #upstatenewyork #thankful #mypie @ Hillsdale… https://t.co/clV9lJyYpC;true;
my pie;670041125659496448;And everyone loves my pie im gonna be a fabulous grandmother;false;
bar chuko;668621045335764992;I'm at Bar Chuko in Brooklyn, NY https://t.co/hxWxja7EKF;true;
the royal palms shuffleboard club;667841400927617024;I'm at The Royal Palms Shuffleboard Club - @royalpalmsclub in Gowanus, NY https://t.co/ObqFkTs6km;true;
the royal palms shuffleboard club;668471261757104129;We are ready to dominate. mdfleddy assisting today's #chilitakedown @ The Royal Palms Shuffleboard Club https://t.co/bOh3M95dNq;true;
the royal palms shuffleboard club;668172843247640577;I'm at The Royal Palms Shuffleboard Club - @royalpalmsclub in Gowanus, NY w/ @socoloko https://t.co/hh8aWZOA6X;true;
the royal palms shuffleboard club;668555860625465345;Happy Sunday. #nofilter #SundayFunday @ The Royal Palms Shuffleboard Club https://t.co/VOFXhDoW78;true;
the royal palms shuffleboard club;668500917344411648;Netflix and chili! (@ The Royal Palms Shuffleboard Club - @royalpalmsclub in Gowanus, NY) https://t.co/o0jCm5Rrv1;true;
the royal palms shuffleboard club;667758871155499008;Last night: shuffling with the @laforcestevens fashion team. @ The Royal Palms Shuffleboard Club https://t.co/sVRlK6T4tu;true;
the royal palms shuffleboard club;667528955596001280;Shufflin, shufflin #medialife #Brooklyn #Thursday @ The Royal Palms Shuffleboard Club https://t.co/07GTCJfcnn;true;
the royal palms shuffleboard club;669337134612901888;Kay @ The Royal Palms Shuffleboard Club https://t.co/wVIIOfujiJ;true;
the royal palms shuffleboard club;667942328275894272;?2?6?? @ The Royal Palms Shuffleboard Club https://t.co/I8TTc0S0wc;true;
bbq;669898850296053760;@sbrbbq wondering if Sweet Baby Ray's BBQ sauce considered gluten-free?;false;
bbq;669932178470514689;Happy Thanksgiving! ? (@ Gyu-Kaku Japanese BBQ - @gyukakujbbq in New York, NY) https://t.co/63UuvuRpqk;true;
bbq;668128275374456833;@JRsBBQ said Seth Rollins was overexposed, yet I've read a million tweets today about his bbq sauce. Can't take it. Unfollowed.;false;
bbq;669443920653365248;regrann from @newyorkoholic -  What #NewYorkOHolic loves BBQ wings?!… https://t.co/kEBC9RfBZS;true;
bbq;669364851488067584;Korean BBQ thanks to @seamless!! #foodporn #instafood #dinner #fresh #food #koreanbbq… https://t.co/dC0aBCOqXe;true;
bbq;669338823642365952;I ate this mushroom sandwich it was very good #BBQ #mushroom #sandwich #pickles @ Pickle Shack https://t.co/r31qw0PUM2;true;
bbq;669304980927418369;But then when we have a BBQ their snooping through their wondering when diego will offer them a burger or two;true;
bbq;669276517722152960;The plan was to go to the gym... (at @BrotherJimmys BBQ in New York, NY w/ @wesleybonner) https://t.co/FKS7ranAAS;true;
bbq;668264077056221184;Drinks with some new friends  ???antoineru07 @ Dallas BBQ 23th st and 8ave. https://t.co/5pMYzsBlhB;true;
bbq;667466082257649664;Hun is filling out an app (@ Sticky Lips BBQ in Rochester, NY) https://t.co/EtiOaUyHHA;true;
patsy's pizzeria;669320015016009732;Best pizza in NYC!! ???? (@ Patsy's Pizzeria in New York, NY) https://t.co/zwdTsuymW7;true;
patsy's pizzeria;668554523112247297;@PenPendragon Pizza is for eating not snapping :) This is me outside Patsy's Pizzeria (the real one). Google it. https://t.co/i56ROXWzFM;false;
patsy's pizzeria;669679312518422528;I'm at Patsy's Pizzeria - @thepatsyspizza in New Rochelle, NY https://t.co/Kye4YRd56D;true;
patsy's pizzeria;668272137195683840;Pasty's Pizza for dinner with my hannah_rhee ??. @ Patsy's Pizzeria of Brooklyn https://t.co/1Cv9qLElha;true;
patsy's pizzeria;669980177166766080;Happy Thanksgiving from our ?Man to yours ? @ Patsy's Pizzeria of Brooklyn https://t.co/da07q8Q892;true;
baskin robbins;668446050739441665;I'm at @BaskinRobbins in New York, NY https://t.co/U7fByYJ95P;true;
baskin robbins;667841115698110464;I'm at @BaskinRobbins in Brooklyn, NY https://t.co/oM5yYScMAU;true;
baskin robbins;669190700869767168;I'm at @DunkinDonuts / Baskin Robbins in Brooklyn, NY https://t.co/c4DH2rfnJL;true;
tao downtown;669718258833076225;#HappyFriendsgiving ?   Next stop SPACE ? @ TAO Downtown https://t.co/WDODdZyeNn;true;
tao downtown;669552943717343232;Dazed @ TAO Downtown https://t.co/ECnxshIaLQ;true;
tao downtown;668117798741278720;~Just a few gals that are pals ~ @ TAO Downtown https://t.co/2UCFpMsJBz;true;
tao downtown;669730711549644803;Tonight's going to be a problem! ???   #HappyFriendsgiving @ TAO Downtown https://t.co/DzYosJyxrz;true;
tao downtown;668345489805455360;Just posted a photo @ TAO Downtown https://t.co/5Hf1hC07kl;true;
tao downtown;667926311118082050;Hanging out with these clowns #NYC #fedora #newyork @ TAO Downtown https://t.co/b4HHyEAVoK;true;
tao downtown;669342023665631232;Playing in parking garages jeniakosoy @ TAO Downtown https://t.co/EZEuWw14Yf;true;
tao downtown;669709987124518912;Properly getting this evening started. @ TAO Downtown https://t.co/UCDkqd0MpL;true;
tao downtown;667534037506920448;#tao #nyc @ TAO Downtown https://t.co/Uekklb8Exl;true;
tao downtown;669671070530580480;Back w/ suga ? @ TAO Downtown https://t.co/IN29tJXAG7;true;
cafe con leche;667377724667904005;Colombian coffee ???#cafecolombiano #cafeconleche #cafe @ New York, New York https://t.co/szwWpZ94Hx;true;
cafe con leche;667513815206985728;Pedicure then drinks. #GirlTime ? @ CAFE CON LECHE REST. https://t.co/vNOMUqMAVp;true;
the centurion lounge;667449071834148864;I'm at The Centurion Lounge LaGuardia in Flushing, NY https://t.co/JvVzj9NXh9;true;
the centurion lounge;668512126290538497;I'm at The Centurion Lounge LaGuardia in Flushing, NY https://t.co/86qhEEqlfE;true;
david burke kitchen;669351664206389248;Din Din #davidburkekitchen #davidburke #bison #steak #downtown #soho #nyc #dinner @ David Burke Kitchen https://t.co/WJ7pmcxJyB;true;
david burke kitchen;667507767733719040;A little reward after our all nighter in ATL. #dumplings #DavidBurke #nycfood @ David Burke Kitchen https://t.co/Zkjty8V9R4;true;
david burke kitchen;669370555968184321;Drunken (literally) Donuts and Brownie Casserole ?? #davidburke #davidburkekitchen #soho #dessert… https://t.co/QWdX08zkmf;true;
nanoosh;667398028739911680;Welp...never going to @eatatnanoosh again. Cashier just pointed in my face and made fun of me to another coworker. #nanoosh #shittyservice;false;
dallas bbq;669301009370492928;Drankz n thangz lol (@ Dallas BBQ in New York, NY) https://t.co/ns2AAaTi2F;true;
dallas bbq;667489051230998528;Dinner (@ Dallas BBQ in New York, NY) https://t.co/ktsowQQlcr;true;
dallas bbq;668181127048359940;Que jartura el lunes comensamo la dieta @ Dallas BBQ https://t.co/DSsEahO7ej;true;
dallas bbq;667412292946935808;#porkribs #bbq #nomnom #dallasbbq #goodeats #goodfood #downtown #manhattan #nyc #newyorkcity… https://t.co/JECwSQElFp;true;
dallas bbq;668264077056221184;Drinks with some new friends  ???antoineru07 @ Dallas BBQ 23th st and 8ave. https://t.co/5pMYzsBlhB;true;
dallas bbq;669640761248505856;? (@ Dallas BBQ in Brooklyn, NY w/ @babyboomerang) https://t.co/gHRNgMTa0U;true;
dallas bbq;668529451106500608;I'm at Dallas BBQ in New York, NY https://t.co/EyDP524qev;true;
dallas bbq;669276654905245696;#DallasBBQ #HalfChicken #Cornbread #VegetableSoup #StickyWings #BakedPotato #NYC #HoneyBastedChicken… https://t.co/Tj0tzJsORW;true;
dallas bbq;667408459151728640;#drinks with the #girls ##bulldog #royale #151degrees #beachbomb #bbq #dallasbbq #myview #downtown… https://t.co/S8XbprngDD;true;
dallas bbq;667861430905929728;With the craziest niece anyone could have #crazyniece #DallasBBQ #ChickenWingingIt @ Dallas BBQ's https://t.co/zAgWVu5FEG;true;
pizza party;667866369673707520;Shrimp risotto! #shrimp #Astoriaqueens #astoriablvd #astoria #pizzaparty #seafood #dinner #delicious… https://t.co/62SyhYdHLL;true;
pizza party;670057471889797121;turkey day ... (@ Pizza Party in Brooklyn, NY) https://t.co/OuJJevLMfm;true;
pizza party;668139406549618688;Tonight we rocking #Laboomny 57 northern with  @djcamilo #Pizzaparty ?? along with live broadcast on… https://t.co/RdJLuoLwy5;true;
pizza party;669692979817390080;Friendspizzagiving! @ Pizza Party https://t.co/dbfkyXJKs4;true;
pizza party;668368518128119809;#laboom pizza party was a success #lamegaboys ? @ La Boom https://t.co/C3E0wNdRPr;true;
pizza party;668533805603553284;3 girls 1 slice. Prepping 4 Tuesday's friendsgiving pizza party @elvisguesthouse 85 ave A/ 7-10pm… https://t.co/iFJJ2WUpRZ;true;
pizza party;668220918876004352;Love these crazies, miss you so much #LindaVsLauraine @ Pizza Party https://t.co/P4Vr0uL1KF;true;
pizza party;668306102207971329;??TONIGHT make your way over to the #HottestNightClub #LaBoom FREE Pizza Party from slice_lic for… https://t.co/F7zOJLHBn5;true;
pizza party;669787446167539712;Madeout with this beautiful Stanton Island grrl for a min in the bathroom!! #hollerback @ Pizza Party https://t.co/qJc1icRkmi;true;
pizza party;667898434775621633;when @WinkyLux comes to the ?#party my lips are fixed for a perfect slice ? #pizzaparty #lipstick #soho https://t.co/RWSUqzL2cx;false;
the national;669928259480633344;#DogThanking @Purina watching the National Dog Show. It's our annual tradition. https://t.co/WVrSZxfEjs;false;
the national;668066918935437313;Côte d'Or, #Burgundy on the National Geographic Traveler Best trips 2016 list. @CRT_bourgogne #travel https://t.co/PNJWSegnrM;false;
the national;668962681496449024;i don't even rock with the national anthem like that. but when marvin gaye and whitney houston sing it, i get chills.;false;
the national;669623349551714305;potus_official pardons the national bird! #thanksgiving #turkey @ James-Rodrigues Tower https://t.co/AnzSeIuejS;true;
the national;669593245484244993;????????? ???????? ?? ????????????? ??????????? Background on the Pardoning of the National Thanksgiving Turkey https://t.co/5GW2NfFDCx;false;
the national;669530984799444992;#NewLocation Our Public Policy Forum will now be held at The National Conference Center in East Windsor - https://t.co/Iu9miDus7G;false;
the national;668803537841872896;To the kid who sang the national anthem with the hiccups ?;false;
the national;669926288010948608;Best part of Thanksgiving = the National Dog Show. #DogThanking;false;
the national;668235663037321216;Notre Dame being in the National Championship discussion is nonsense.;false;
the national;667503105362288644;Loving the energy at #EOD15 and the great work of the National Urban League!! https://t.co/kECbixDBwV;false;
homecoming;669261139000324097;I lost the competition of becoming the Homecoming Princess. ;false;
homecoming;667869431029088256;happy birthday kara(: here's a pic bc I really enjoyed your homecoming dress https://t.co/VV5p3Nyyoi;false;
homecoming;668534482350309376;Tb to homecoming week w/ my gf's @Sava_Mart @nicoledabiere https://t.co/oqTVszPN64;false;
